,bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,user_id,receipt_id,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate
461,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,600f41fb0a720f0535000036,2021-01-25 22:11:07.000000000,2021-01-25 22:11:07.000000000,2021-01-25 22:11:08.000000000,2021-01-25 22:11:08.000000000,2021-01-25 22:11:08.000000000,2021-01-24 22:11:07.000000000
462,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",487.7,161.0,FINISHED,715.23,600ed95043298911ce45e82c,600edb570a720f053500001d,2021-01-25 14:53:11.000000000,2021-01-25 14:53:11.000000000,2021-01-25 15:00:21.000000000,2021-01-25 15:01:49.000000000,2021-01-25 15:00:21.000000000,2021-01-25 00:00:00.000000000
463,,,125.0,5.0,FINISHED,25.0,600fb1ac73c60b12049027bb,600fb2160a7214ada2000053,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-21 06:00:00.000000000
464,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",323.6,4.0,FINISHED,4.66,600fb1ac73c60b12049027bb,600fb2030a7214ada2000050,2021-01-26 06:09:07.000000000,2021-01-26 06:09:07.000000000,2021-01-26 06:09:07.000000000,2021-01-26 06:09:07.000000000,2021-01-26 06:09:07.000000000,2021-01-25 06:09:07.000000000
465,45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,600fb1e90a720f0535000049,2021-01-26 06:08:41.000000000,2021-01-26 06:08:41.000000000,2021-01-26 06:08:42.000000000,2021-01-26 06:08:42.000000000,2021-01-26 06:08:42.000000000,2021-01-25 06:08:41.000000000
466,45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.0,600fb1ac73c60b12049027bb,600fb2170a720f053500004e,2021-01-26 06:09:27.000000000,2021-01-26 06:09:27.000000000,2021-01-26 06:09:28.000000000,2021-01-26 06:09:28.000000000,2021-01-26 06:09:28.000000000,2021-01-10 06:09:27.000000000
467,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,600fb1ac73c60b12049027bb,600fb21f0a7214ada2000056,2021-01-26 06:09:35.000000000,2021-01-26 06:09:35.000000000,2021-01-26 06:09:35.000000000,2021-01-26 06:09:35.000000000,2021-01-26 06:09:35.000000000,2021-01-25 06:09:35.000000000
468,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc,60107e3b0a720f0535000051,2021-01-26 20:40:27.000000000,2021-01-26 20:40:27.000000000,,2021-01-26 20:40:29.000000000,,2020-12-30 00:00:00.000000000
469,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",7137.2,670.0,FINISHED,4721.95,600f35015edb782098e2ac1b,600f39c30a7214ada2000030,2021-01-25 21:36:03.000000000,2021-01-25 21:36:03.000000000,2021-01-26 03:06:03.000000000,2021-01-26 03:07:40.000000000,2021-01-26 03:06:03.000000000,2021-01-24 00:00:00.000000000
470,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,10.0,600fb1ac73c60b12049027bb,600fb2130a7214ada2000052,2021-01-26 06:09:23.000000000,2021-01-26 06:09:23.000000000,2021-01-26 06:09:24.000000000,2021-01-26 06:09:24.000000000,2021-01-26 06:09:24.000000000,2021-01-25 06:09:23.000000000
471,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,600fb1e80a7214ada200004e,2021-01-26 06:08:40.000000000,2021-01-26 06:08:40.000000000,2021-01-26 06:08:41.000000000,2021-01-26 06:08:41.000000000,2021-01-26 06:08:41.000000000,2021-01-25 06:08:40.000000000
472,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,600fb1ac73c60b12049027bb,600fb2190a7214ada2000054,2021-01-26 06:09:29.000000000,2021-01-26 06:09:29.000000000,2021-01-26 06:09:29.000000000,2021-01-26 06:09:29.000000000,2021-01-26 06:09:29.000000000,2021-01-25 06:09:29.000000000
473,5.0,All-receipts receipt bonus,1205.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,600fb1e60a720f0535000048,2021-01-26 06:08:38.000000000,2021-01-26 06:08:38.000000000,2021-01-26 06:08:38.000000000,2021-01-26 06:08:38.000000000,2021-01-26 06:08:38.000000000,2021-01-25 06:08:38.000000000
474,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,2.0,REJECTED,34.96,5fbc35711d967d1222cbfefc,60108a5b0a7214ada2000057,2021-01-26 21:32:11.000000000,2021-01-26 21:32:11.000000000,,2021-01-26 21:32:12.000000000,,2020-12-30 00:00:00.000000000
475,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755.0,1.0,FINISHED,1.0,600fb1e4a4b74c120bd18777,600fb1e50a7214ada200004d,2021-01-26 06:08:37.000000000,2021-01-26 06:08:37.000000000,2021-01-26 06:08:37.000000000,2021-01-26 06:08:37.000000000,2021-01-26 06:08:37.000000000,2021-01-25 06:08:37.000000000
476,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb21a0a720f053500004f,2021-01-26 06:09:30.000000000,2021-01-26 06:09:30.000000000,2021-01-26 06:09:30.000000000,2021-01-26 06:09:30.000000000,2021-01-26 06:09:30.000000000,2021-01-23 06:00:00.000000000
477,,,125.0,5.0,FINISHED,25.0,600fb1ac73c60b12049027bb,600fb2150a720f053500004d,2021-01-26 06:09:25.000000000,2021-01-26 06:09:25.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-26 06:09:26.000000000,2021-01-23 06:00:00.000000000
478,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb1d80a7214ada200004b,2021-01-26 06:08:24.000000000,2021-01-26 06:08:24.000000000,2021-01-26 06:08:27.000000000,2021-01-26 06:08:27.000000000,2021-01-26 06:08:27.000000000,2021-01-21 06:00:00.000000000
479,27.0,COMPLETE_PARTNER_RECEIPT,50.6,4.0,FINISHED,4.66,600fb1ac73c60b12049027bb,600fb2110a720f053500004c,2021-01-26 06:09:21.000000000,2021-01-26 06:09:21.000000000,2021-01-26 06:09:21.000000000,2021-01-26 06:09:21.000000000,2021-01-26 06:09:21.000000000,2021-01-25 06:09:21.000000000
480,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb1dc0a720f0535000046,2021-01-26 06:08:28.000000000,2021-01-26 06:08:28.000000000,2021-01-26 06:08:29.000000000,2021-01-26 06:08:29.000000000,2021-01-26 06:08:29.000000000,2021-01-12 00:00:00.000000000
481,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb21d0a720f0535000050,2021-01-26 06:09:33.000000000,2021-01-26 06:09:33.000000000,2021-01-26 06:09:34.000000000,2021-01-26 06:09:34.000000000,2021-01-26 06:09:34.000000000,2021-01-15 06:00:00.000000000
482,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755.0,1.0,FINISHED,1.0,600fb1ec73c60b1204902af4,600fb1ec0a7214ada200004f,2021-01-26 06:08:44.000000000,2021-01-26 06:08:44.000000000,2021-01-26 06:08:44.000000000,2021-01-26 06:08:44.000000000,2021-01-26 06:08:44.000000000,2021-01-25 06:08:44.000000000
483,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,600fb1e00a7214ada200004c,2021-01-26 06:08:32.000000000,2021-01-26 06:08:32.000000000,2021-01-26 06:08:33.000000000,2021-01-26 06:08:33.000000000,2021-01-26 06:08:33.000000000,2021-01-13 06:08:32.000000000
484,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",200.0,9.0,FINISHED,89.91,600fb1ac73c60b12049027bb,600fb2060a720f053500004b,2021-01-26 06:09:10.000000000,2021-01-26 06:09:10.000000000,2021-01-26 06:09:10.000000000,2021-01-26 06:09:10.000000000,2021-01-26 06:09:10.000000000,2021-01-25 06:09:10.000000000
485,,,250.0,5.0,FINISHED,49.95,600fb1ac73c60b12049027bb,600fb21c0a7214ada2000055,2021-01-26 06:09:32.000000000,2021-01-26 06:09:32.000000000,2021-01-26 06:09:32.000000000,2021-01-26 06:09:32.000000000,2021-01-26 06:09:32.000000000,2021-01-23 06:00:00.000000000
486,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,600fb1e20a720f0535000047,2021-01-26 06:08:34.000000000,2021-01-26 06:08:34.000000000,2021-01-26 06:08:35.000000000,2021-01-26 06:08:35.000000000,2021-01-26 06:08:35.000000000,2021-01-13 06:08:34.000000000
487,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,10.0,FINISHED,10.0,600fb1ac73c60b12049027bb,600fb1fd0a720f053500004a,2021-01-26 06:09:01.000000000,2021-01-26 06:09:01.000000000,2021-01-26 06:09:02.000000000,2021-01-26 06:09:02.000000000,2021-01-26 06:09:02.000000000,2021-01-11 00:00:00.000000000
488,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",400.0,1.0,FINISHED,9.99,600fb1ac73c60b12049027bb,600fb20b0a7214ada2000051,2021-01-26 06:09:15.000000000,2021-01-26 06:09:15.000000000,2021-01-26 06:09:16.000000000,2021-01-26 06:09:16.000000000,2021-01-26 06:09:16.000000000,2021-01-26 06:09:15.000000000
489,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.0,6011f31ea4b74c18d3a8c476,6011f39c0a720f05350000b4,2021-01-27 23:13:32.000000000,2021-01-27 23:13:32.000000000,2021-01-27 23:13:38.000000000,2021-01-27 23:13:38.000000000,2021-01-27 23:13:32.000000000,2021-01-26 23:13:31.000000000
490,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,5.0,FINISHED,50.0,6010bddaa4b74c120bd19dfb,6010bdfa0a7214ada200005a,2021-01-27 01:12:26.000000000,2021-01-27 01:12:26.000000000,2021-01-27 01:27:29.000000000,2021-01-27 01:27:29.000000000,2021-01-27 01:12:28.000000000,2021-01-26 00:00:00.000000000
491,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,6010be200a7214ada200005e,2021-01-27 01:13:04.000000000,2021-01-27 01:13:04.000000000,2021-01-27 01:13:05.000000000,2021-01-27 01:13:05.000000000,2021-01-27 01:13:05.000000000,2021-01-26 01:13:04.000000000
492,5.0,All-receipts receipt bonus,10199.8,2.0,FINISHED,11.0,6011f31ea4b74c18d3a8c476,6011f3490a7214ada200010e,2021-01-27 23:12:09.000000000,2021-01-27 23:12:09.000000000,2021-01-27 23:12:11.000000000,2021-01-27 23:12:15.000000000,2021-01-27 23:12:11.000000000,2021-01-26 23:12:09.000000000
493,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",850.0,4.0,FINISHED,21.0,60118c0fa4b74c18d3a8c151,60118c0f0a7214ada200007e,2021-01-27 15:51:43.000000000,2021-01-27 15:51:43.000000000,2021-01-27 15:51:44.000000000,2021-01-27 15:51:48.000000000,2021-01-27 15:51:44.000000000,2021-01-27 00:00:00.000000000
494,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4850.0,1.0,FINISHED,3.25,60118beaa4b74c18d3a8c0f8,60118bea0a720f0535000064,2021-01-27 15:51:06.000000000,2021-01-27 15:51:06.000000000,2021-01-27 15:51:07.000000000,2021-01-27 15:51:12.000000000,2021-01-27 15:51:07.000000000,2021-01-26 15:51:06.000000000
495,5.0,All-receipts receipt bonus,5.0,4.0,FINISHED,25.0,60118c0fa4b74c18d3a8c151,60118c150a720f053500006d,2021-01-27 15:51:49.000000000,2021-01-27 15:51:49.000000000,2021-01-27 15:51:50.000000000,2021-01-27 15:51:54.000000000,2021-01-27 15:51:50.000000000,2021-01-27 00:00:00.000000000
496,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,2.23,6010bddaa4b74c120bd19dfb,6010be3f0a7214ada2000063,2021-01-27 01:13:35.000000000,2021-01-27 01:13:35.000000000,2021-01-27 01:13:36.000000000,2021-01-27 01:13:36.000000000,2021-01-27 01:13:36.000000000,2021-01-27 01:13:35.000000000
497,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5850.0,1.0,FINISHED,3.25,6010bdf673c60b120490404e,6010bdf60a7214ada2000059,2021-01-27 01:12:22.000000000,2021-01-27 01:12:22.000000000,2021-01-27 01:12:24.000000000,2021-01-27 01:12:28.000000000,2021-01-27 01:12:24.000000000,2021-01-26 01:12:22.000000000
498,,,,3.0,REJECTED,3.0,60118bcfa4b74c18d3a8c0d7,60118c3b0a7214ada2000089,2021-01-27 15:52:27.000000000,2021-01-27 15:52:27.000000000,,2021-01-27 15:52:28.000000000,,2017-10-30 00:00:00.000000000
499,25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FINISHED,1.0,6010bddaa4b74c120bd19dfb,6010be5a0a720f053500005a,2021-01-27 01:14:02.000000000,2021-01-27 01:14:02.000000000,2021-01-27 01:14:02.000000000,2021-01-27 01:14:02.000000000,2021-01-27 01:14:02.000000000,2021-01-26 01:14:02.000000000
500,5.0,All-receipts receipt bonus,5.0,1.0,FLAGGED,1.0,6011f31ea4b74c18d3a8c476,6011f4380a720f05350000b9,2021-01-27 23:16:08.000000000,2021-01-27 23:16:08.000000000,,2021-01-27 23:16:09.000000000,2021-01-27 23:16:09.000000000,2021-01-26 23:16:08.000000000
501,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FLAGGED,1.0,6010be18a4b74c120bd19e43,6010be180a7214ada200005d,2021-01-27 01:12:56.000000000,2021-01-27 01:12:56.000000000,,2021-01-27 01:12:57.000000000,2021-01-27 01:12:56.000000000,2021-01-26 01:12:56.000000000
502,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",760.0,1.0,FINISHED,1.0,6010bddaa4b74c120bd19dfb,6010bdef0a720f0535000053,2021-01-27 01:12:15.000000000,2021-01-27 01:12:15.000000000,2021-01-27 01:12:17.000000000,2021-01-27 01:12:22.000000000,2021-01-27 01:12:17.000000000,2021-01-26 01:12:15.000000000
503,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",400.0,1.0,FINISHED,10.0,6010bddaa4b74c120bd19dfb,6010bdfd0a720f0535000055,2021-01-27 01:12:29.000000000,2021-01-27 01:12:29.000000000,2021-01-27 01:12:32.000000000,2021-01-27 01:12:32.000000000,2021-01-27 01:12:31.000000000,2021-01-20 00:00:00.000000000
504,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FINISHED,10.0,6010bddaa4b74c120bd19dfb,6010be0a0a7214ada200005b,2021-01-27 01:12:42.000000000,2021-01-27 01:12:42.000000000,2021-01-27 01:12:43.000000000,2021-01-27 01:12:43.000000000,2021-01-27 01:12:43.000000000,2021-01-20 00:00:00.000000000
505,5.0,All-receipts receipt bonus,94.6,6.0,FINISHED,14.0,5fa8d542b055fd1dfdf09517,5fa8d5790a7214adc30001c4,2020-11-09 05:36:57.000000000,2020-11-09 05:36:57.000000000,2021-01-27 01:28:21.000000000,2021-01-27 01:28:21.000000000,2021-01-27 01:28:21.000000000,2020-11-08 05:36:57.000000000
506,5.0,All-receipts receipt bonus,1005.0,2.0,FINISHED,11.0,54943462e4b07e684157a532,60118bd30a720f0535000062,2021-01-27 15:50:43.000000000,2021-01-27 15:50:43.000000000,2021-01-27 15:50:56.000000000,2021-01-27 15:51:00.000000000,2021-01-27 15:50:49.000000000,2021-01-26 15:50:43.000000000
507,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,29.0,6011f33173c60b1804ce1102,6011f3390a720f05350000af,2021-01-27 23:11:53.000000000,2021-01-27 23:11:53.000000000,2021-01-27 23:11:54.000000000,2021-01-27 23:11:59.000000000,2021-01-27 23:11:54.000000000,2021-01-27 00:00:00.000000000
508,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",810.0,5.0,FLAGGED,13.0,6010be1c73c60b1204904079,6010be1c0a720f0535000057,2021-01-27 01:13:00.000000000,2021-01-27 01:13:00.000000000,,2021-01-27 01:13:03.000000000,2021-01-27 01:13:03.000000000,2021-01-26 01:13:00.000000000
509,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,2.23,60118bcfa4b74c18d3a8c0d7,60118c340a720f0535000073,2021-01-27 15:52:20.000000000,2021-01-27 15:52:20.000000000,2021-01-27 15:52:21.000000000,2021-01-27 15:52:21.000000000,2021-01-27 15:52:21.000000000,2021-01-27 15:52:20.000000000
510,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FLAGGED,1.0,60118bcfa4b74c18d3a8c0d7,60118be80a7214ada2000075,2021-01-27 15:51:04.000000000,2021-01-27 15:51:04.000000000,,2021-01-27 15:51:05.000000000,,2021-01-26 15:51:04.000000000
511,,,,3.0,REJECTED,3.0,6010bddaa4b74c120bd19dfb,6010be460a7214ada2000066,2021-01-27 01:13:42.000000000,2021-01-27 01:13:42.000000000,,2021-01-27 01:13:53.000000000,,2017-10-30 00:00:00.000000000
512,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,20.0,6011f33173c60b1804ce1102,6011f33a0a7214ada200010b,2021-01-27 23:11:54.000000000,2021-01-27 23:11:54.000000000,2021-01-27 23:11:55.000000000,2021-01-27 23:12:00.000000000,2021-01-27 23:11:55.000000000,2021-01-27 00:00:00.000000000
513,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",760.0,1.0,FINISHED,1.0,60118bcfa4b74c18d3a8c0d7,60118be20a7214ada2000074,2021-01-27 15:50:58.000000000,2021-01-27 15:50:58.000000000,2021-01-27 15:51:00.000000000,2021-01-27 15:51:06.000000000,2021-01-27 15:51:00.000000000,2021-01-26 15:50:58.000000000
514,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,21.0,6011f33173c60b1804ce1102,6011f3360a7214ada2000109,2021-01-27 23:11:50.000000000,2021-01-27 23:11:50.000000000,2021-01-27 23:11:51.000000000,2021-01-27 23:11:56.000000000,2021-01-27 23:11:51.000000000,2021-01-27 00:00:00.000000000
515,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1850.0,6.0,FINISHED,28.0,60118c09a4b74c18d3a8c12e,60118c0a0a720f0535000067,2021-01-27 15:51:38.000000000,2021-01-27 15:51:38.000000000,2021-01-27 15:51:38.000000000,2021-01-27 15:51:44.000000000,2021-01-27 15:51:38.000000000,2021-01-27 00:00:00.000000000
516,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150.0,1.0,FINISHED,10.0,60118bcfa4b74c18d3a8c0d7,60118bf90a7214ada2000079,2021-01-27 15:51:21.000000000,2021-01-27 15:51:21.000000000,2021-01-27 15:51:22.000000000,2021-01-27 15:51:22.000000000,2021-01-27 15:51:22.000000000,2021-01-20 00:00:00.000000000
517,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,11.0,REJECTED,1.0,5fa8d573770b516dda4f4d21,5fa8d5730a7214adc30001c3,2020-11-09 05:36:51.000000000,2020-11-09 05:36:51.000000000,,2021-01-27 01:13:20.000000000,2020-11-09 05:36:52.000000000,2020-11-08 05:36:51.000000000
518,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150.0,4.0,FINISHED,22.0,6010be6673c60b12049040ef,6010be6a0a720f053500005c,2021-01-27 01:14:18.000000000,2021-01-27 01:14:18.000000000,2021-01-27 01:14:18.000000000,2021-01-27 01:14:23.000000000,2021-01-27 01:14:18.000000000,2021-01-27 00:00:00.000000000
519,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e64e0a720f05f8000031,2021-01-28 16:29:02.000000000,2021-01-28 16:29:02.000000000,2021-01-28 16:29:03.000000000,2021-01-28 16:29:03.000000000,2021-01-28 16:29:03.000000000,2021-01-28 00:00:00.000000000
520,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e66c0a720f05f800004d,2021-01-28 16:29:32.000000000,2021-01-28 16:29:32.000000000,2021-01-28 16:29:33.000000000,2021-01-28 16:29:33.000000000,2021-01-28 16:29:33.000000000,2021-01-28 00:00:00.000000000
521,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e65b0a720f05f800003d,2021-01-28 16:29:15.000000000,2021-01-28 16:29:15.000000000,2021-01-28 16:29:16.000000000,2021-01-28 16:29:16.000000000,2021-01-28 16:29:16.000000000,2021-01-28 00:00:00.000000000
522,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6013410c0a7214ad5000002a,2021-01-28 22:56:12.000000000,2021-01-28 22:56:12.000000000,2021-01-28 22:56:12.000000000,2021-01-28 22:56:12.000000000,2021-01-28 22:56:12.000000000,2021-01-28 00:00:00.000000000
523,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601340ff0a7214ad50000024,2021-01-28 22:55:59.000000000,2021-01-28 22:55:59.000000000,2021-01-28 22:56:00.000000000,2021-01-28 22:56:00.000000000,2021-01-28 22:56:00.000000000,2021-01-28 00:00:00.000000000
524,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1049.8,2.0,FINISHED,29.98,6012e1e6a4b74c3cbc516088,6012ea2d0a720f05f8000068,2021-01-28 16:45:33.000000000,2021-01-28 16:45:33.000000000,2021-01-28 16:45:40.000000000,2021-01-28 16:45:41.000000000,2021-01-28 16:45:40.000000000,2021-01-28 00:00:00.000000000
525,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,60132acb73c60b3ca7f3ba32,60132b1f0a7214ad5000000c,2021-01-28 21:22:39.000000000,2021-01-28 21:22:39.000000000,2021-01-28 21:22:40.000000000,2021-01-28 21:22:40.000000000,2021-01-28 21:22:40.000000000,2021-01-27 21:22:39.000000000
526,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FINISHED,10.0,60132acb73c60b3ca7f3ba32,60132ae40a7214ad50000007,2021-01-28 21:21:40.000000000,2021-01-28 21:21:40.000000000,2021-01-28 21:21:41.000000000,2021-01-28 21:21:41.000000000,2021-01-28 21:21:40.000000000,2021-01-21 00:00:00.000000000
527,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300.0,1.0,FINISHED,10.0,60132acb73c60b3ca7f3ba32,60132aef0a720f05f800006d,2021-01-28 21:21:51.000000000,2021-01-28 21:21:51.000000000,2021-01-28 21:21:52.000000000,2021-01-28 21:21:52.000000000,2021-01-28 21:21:52.000000000,2021-01-21 00:00:00.000000000
528,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601341150a7214ad5000002e,2021-01-28 22:56:21.000000000,2021-01-28 22:56:21.000000000,2021-01-28 22:56:21.000000000,2021-01-28 22:56:21.000000000,2021-01-28 22:56:21.000000000,2021-01-28 00:00:00.000000000
529,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6380a720f05f800001c,2021-01-28 16:28:40.000000000,2021-01-28 16:28:40.000000000,2021-01-28 16:28:40.000000000,2021-01-28 16:28:40.000000000,2021-01-28 16:28:40.000000000,2021-01-28 00:00:00.000000000
530,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e62d0a720f05f8000012,2021-01-28 16:28:29.000000000,2021-01-28 16:28:29.000000000,2021-01-28 16:28:30.000000000,2021-01-28 16:28:30.000000000,2021-01-28 16:28:30.000000000,2021-01-28 00:00:00.000000000
531,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601341040a7214ad50000026,2021-01-28 22:56:04.000000000,2021-01-28 22:56:04.000000000,2021-01-28 22:56:04.000000000,2021-01-28 22:56:04.000000000,2021-01-28 22:56:04.000000000,2021-01-28 00:00:00.000000000
532,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e64f0a720f05f8000032,2021-01-28 16:29:03.000000000,2021-01-28 16:29:03.000000000,2021-01-28 16:29:04.000000000,2021-01-28 16:29:04.000000000,2021-01-28 16:29:04.000000000,2021-01-28 00:00:00.000000000
533,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601340fc0a720f05f8000089,2021-01-28 22:55:56.000000000,2021-01-28 22:55:56.000000000,2021-01-28 22:55:56.000000000,2021-01-28 22:55:56.000000000,2021-01-28 22:55:56.000000000,2021-01-28 00:00:00.000000000
534,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.0,60132acb73c60b3ca7f3ba32,60132b740a7214ad50000012,2021-01-28 21:24:04.000000000,2021-01-28 21:24:04.000000000,2021-01-28 21:24:11.000000000,2021-01-28 21:24:11.000000000,2021-01-28 21:24:05.000000000,2021-01-27 21:24:03.000000000
535,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6430a720f05f8000026,2021-01-28 16:28:51.000000000,2021-01-28 16:28:51.000000000,2021-01-28 16:28:51.000000000,2021-01-28 16:28:51.000000000,2021-01-28 16:28:51.000000000,2021-01-28 00:00:00.000000000
536,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",850.0,1.0,FINISHED,24.0,60132b85a4b74c3cbc516295,60132b860a720f05f8000075,2021-01-28 21:24:22.000000000,2021-01-28 21:24:22.000000000,2021-01-28 21:24:23.000000000,2021-01-28 21:24:27.000000000,2021-01-28 21:24:23.000000000,2021-01-28 00:00:00.000000000
537,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,601341160a720f05f8000095,2021-01-28 22:56:22.000000000,2021-01-28 22:56:22.000000000,2021-01-28 22:56:22.000000000,2021-01-28 22:56:22.000000000,2021-01-28 22:56:22.000000000,2021-01-28 00:00:00.000000000
538,,,840.0,4.0,FINISHED,84.0,5fa41775898c7a11a6bcef3e,6012e6750a720f05f8000055,2021-01-28 16:29:41.000000000,2021-01-28 16:29:41.000000000,2021-01-28 16:29:42.000000000,2021-01-28 16:29:42.000000000,2021-01-28 16:29:42.000000000,2021-01-28 00:00:00.000000000
